organization_id,org_name,state,county,counties,place,platform,platform_org_id,likely_school_district,include_in_rollout,notes
,Dublin City Schools,OH,,,,boarddocs,oh/dublin,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,East Greenbush Central School District,NY,Rensselaer County,,,boarddocs,ny/egcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,East Palestine City School District,OH,,,,boarddocs,oh/epal,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Eastchester Union Free School District,NY,Westchester County,,,boarddocs,ny/eufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Easton USD 449,KS,Leavenworth County,,,boarddocs,ks/usd449,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Eastwood Local Schools,OH,,,,boarddocs,oh/eastwood,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Edon Northwest Local Schools,OH,Williams County,,,boarddocs,oh/edon,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Educational Service Center Council of Governments,OH,Franklin County,,,boarddocs,oh/esccog,False,False,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending; ESC / career center / state agency per research pass - not a single K-12 district"
,eGovernance Site,OH,,,,boarddocs,oh/cmsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Elba Central School District,NY,Genesee County,,,boarddocs,ny/elbacsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Elk Valley USD 283,KS,,,,boarddocs,ks/usd283,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Ellis Unified School District 388,KS,,,,boarddocs,ks/usd388,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Elyria City Schools,OH,Lorain County,,,boarddocs,oh/elyria,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Emporia Unified School District #253,KS,,,,boarddocs,ks/usd253,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Enlarged City School District of Middletown,NY,Orange County,,,boarddocs,ny/ecsdm,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Eudora Schools Board of Education,KS,,,,boarddocs,ks/usd491,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Fort Leavenworth USD 207,KS,,,,boarddocs,ks/usd207,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Franklin County School System,TN,Franklin County,,,boarddocs,tn/franklin,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Gallia County Local Schools,OH,Gallia County,,,boarddocs,oh/gcls,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Gardner Edgerton Unified School District 231,KS,,,,boarddocs,ks/usd231,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Garrison Union Free School District,NY,,,,boarddocs,ny/gufs,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Great Oaks Career Campuses,OH,Hamilton County,,,boarddocs,oh/goitcd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Greenville City School District,OH,Darke County,,,boarddocs,oh/greenville,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Hamilton Central School District,NY,Madison County,,,boarddocs,ny/hcs,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Hamilton Local School District,OH,Franklin County,,,boarddocs,oh/hlsdoh,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Hendrick Hudson Central School District,NY,Westchester County,,,boarddocs,ny/hhcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Holland Central School District,NY,Erie County,,,boarddocs,ny/holland,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Home Page,NY,,,,boarddocs,ny/hilton,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Hopewell-Loudon Local Schools,OH,,,,boarddocs,oh/hopewell,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Hudson City School District,OH,,,,boarddocs,oh/hudson,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Huntington Union Free School District,NY,Suffolk County,,,boarddocs,ny/hufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Huron City School District,OH,Erie County,,,boarddocs,oh/huron,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Hutchinson Public Schools USD 308,KS,Reno County,,,boarddocs,ks/usd308,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Indian River Central School District,NY,Jefferson County,,,boarddocs,ny/ircsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Ithaca City School District,NY,Tompkins County,,,boarddocs,ny/icsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,"Kansas City, Kansas Public Schools",KS,Wyandotte County,,,boarddocs,ks/kckps,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Kenston Local Schools,OH,Geauga County,,,boarddocs,oh/kenston,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Kings Park Central School District,NY,,,,boarddocs,ny/kpcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Kingston City School District,NY,Ulster County,,,boarddocs,ny/kingcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Lakota Local Schools,OH,Butler County,,,boarddocs,oh/lakota,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Lancaster City School District,OH,Fairfield County,,,boarddocs,oh/lancaster,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Lansing USD 469,KS,Leavenworth County,,,boarddocs,ks/usd469,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Leavenworth USD 453,KS,Leavenworth County,,,boarddocs,ks/usd453,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Lenoir County Public Schools,NC,Lenoir County,,,boarddocs,nc/lenoir,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Liberal Unified School District No. 480,KS,Seward County,,,boarddocs,ks/usd480,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Lima City Schools,OH,,,,boarddocs,oh/lima,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Longwood Central School District,NY,Suffolk County,,,boarddocs,ny/lcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Lorain City Schools,OH,Lorain County,,,boarddocs,oh/lorain,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Lyndon USD 421,KS,Osage County,,,boarddocs,ks/usd421,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Lyndonville Central Schools,NY,Orleans County,,,boarddocs,ny/lcsdny,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Mamaroneck Union Free School District,NY,Westchester County,,,boarddocs,ny/mufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,"Marion-Florence USD 408, Kansas",KS,Marion County,,,boarddocs,ks/usd408,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Massillon City Schools,OH,,,,boarddocs,oh/massillon,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Mayfield Central School District,NY,Fulton County,,,boarddocs,ny/mayfield,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Mayfield City School District,OH,,,,boarddocs,oh/mayoh,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,McComb Local School,OH,,,,boarddocs,oh/mccomb,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,McPherson USD 418,KS,McPherson County,,,boarddocs,ks/usd418,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Medina City Schools,OH,,,,boarddocs,oh/medina,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Memphis-Shelby County Schools,TN,,,,boarddocs,tn/scsk12,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Mentor Public Schools,OH,Lake County,,,boarddocs,oh/mentor,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Miamisburg City Schools,OH,Montgomery County,,,boarddocs,oh/miamisburg,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Mid-Ohio ESC,OH,,,,boarddocs,oh/moesc,False,False,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending; ESC / career center / state agency per research pass - not a single K-12 district"
,Millbrook Central School District,NY,,,,boarddocs,ny/millbrookcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Monticello Central School District,NY,Sullivan County,,,boarddocs,ny/monticello,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Nanuet Union Free School District,NY,Rockland County,,,boarddocs,ny/nanuet,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,New Richmond Exempted Village School District,OH,Clermont County,,,boarddocs,oh/nrschools,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,New Riegel Local Schools,OH,,,,boarddocs,oh/nriegel,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Newburgh Enlarged City School District,NY,Orange County,,,boarddocs,ny/necsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Newfield Central School,NY,Tompkins County,,,boarddocs,ny/newfield,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Niles City School District,OH,Trumbull County,,,boarddocs,oh/niles,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,North Rockland Central School District,NY,Rockland County,,,boarddocs,ny/nrcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,North Salem Central School District,NY,,,,boarddocs,ny/nscsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Northampton County Schools,NC,Northampton County,,,boarddocs,nc/nhcs,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Northwest Ohio Educational Service Center,OH,,,,boarddocs,oh/nwoesc,False,False,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending; ESC / career center / state agency per research pass - not a single K-12 district"
,Oakwood City School District,OH,Montgomery County,,,boarddocs,oh/oakwood,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Ohio Housing Finance Agency,OH,,,,boarddocs,oh/ohfa,False,False,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending; ESC / career center / state agency per research pass - not a single K-12 district"
,Olathe Public School District 233,KS,Johnson County,,,boarddocs,ks/olathe,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Onslow County Schools,NC,Onslow County,,,boarddocs,nc/onslow,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Orange City School District,OH,Cuyahoga County,,,boarddocs,oh/orange,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Orange-Ulster BOCES,NY,Orange County,,,boarddocs,ny/ouboces,False,False,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending; BOCES regional agency (slug heuristic) - not a single K-12 district"
,Oswego City School District,NY,,,,boarddocs,ny/oswego,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Ottawa Hills Local School District,OH,Lucas County,,,boarddocs,oh/ohschools,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Owego Apalachin Central School District,NY,Tioga County,,,boarddocs,ny/oacsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Palmyra-Macedon Central School District,NY,Wayne County,,,boarddocs,ny/pmcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Paola USD 368,KS,Miami County,,,boarddocs,ks/usd368,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Parkway Local Schools,OH,,,,boarddocs,oh/parkway,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Parma City Schools,OH,Cuyahoga County,,,boarddocs,oh/parma,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Pearl River School District,NY,Rockland County,,,boarddocs,ny/prsdny,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Pelham Public Schools,NY,Westchester County,,,boarddocs,ny/pufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Perkins Local School District,OH,Erie County,,,boarddocs,oh/perkins,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Perry Local Schools,OH,Lake County,,,boarddocs,oh/perry,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Perrysburg Schools,OH,Wood County,,,boarddocs,oh/perrysburg,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Pickerington Local School District,OH,Fairfield County,,,boarddocs,oh/plsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Piper USD 203,KS,,,,boarddocs,ks/pusd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Piqua City Schools,OH,Miami County,,,boarddocs,oh/piqua,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Pittsburg Community Schools USD #250,KS,Crawford County,,,boarddocs,ks/usd250,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Plain Local Schools,OH,,,,boarddocs,oh/plainoh,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,"Poland Local School District - Poland, OH",OH,,,,boarddocs,oh/poland,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Putnam|Northern Westchester BOCES,NY,Westchester County,,,boarddocs,ny/pnwboces,False,False,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending; BOCES regional agency (slug heuristic) - not a single K-12 district"
,Renwick USD 267 School District,KS,Sedgwick County,,,boarddocs,ks/usd267,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Reynoldsburg City Schools,OH,Franklin County,,,boarddocs,oh/reyn,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Richmond County Schools,NC,Richmond County,,,boarddocs,nc/rcsnc,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Ripley Union Lewis Huntington School District,OH,Brown County,,,boarddocs,oh/ripley,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Riverhead Central School District,NY,Suffolk County,,,boarddocs,ny/rcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Riverside Local School District,OH,Lake County,,,boarddocs,oh/rlsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Rochester City School District,NY,Monroe County,,,boarddocs,ny/rochny,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Rockingham County Schools,NC,,,,boarddocs,nc/rock,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Rockland BOCES,NY,Rockland County,,,boarddocs,ny/rboces,False,False,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending; BOCES regional agency (slug heuristic) - not a single K-12 district"
,Rye Neck Board of Education,NY,Westchester County,,,boarddocs,ny/rnufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Scarsdale Public Schools,NY,Westchester County,,,boarddocs,ny/scarsdale,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Schenectady City School District,NY,Schenectady County,,,boarddocs,ny/schenectady,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,School Board Policies,OH,,,,boarddocs,oh/brownoh,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Seaman USD 345,KS,Shawnee County,,,boarddocs,ks/susdks,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Sebring Local Schools,OH,,,,boarddocs,oh/sebring,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Shaker Heights City School District,OH,Cuyahoga County,,,boarddocs,oh/shaker,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Shawnee Mission School District,KS,Johnson County,,,boarddocs,ks/smsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Sidney Central School District,NY,Delaware County,,,boarddocs,ny/scsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Silver Creek Central School District,NY,Chautauqua County,,,boarddocs,ny/sccsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Smithtown Central School District,NY,Suffolk County,,,boarddocs,ny/smith,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Solon City Schools,OH,,,,boarddocs,oh/solo,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,South Piedmont Community College,NC,,,,boarddocs,nc/spcc,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Streetsboro City Schools,OH,Portage County,,,boarddocs,oh/streetsboro,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Suffern Central School District,NY,Rockland County,,,boarddocs,ny/rcsdny,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Sumner County Schools,TN,Sumner County,,,boarddocs,tn/scstn,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Swanton Board of Education,OH,Fulton County,,,boarddocs,oh/swanton,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Sylvania Schools,OH,,,,boarddocs,oh/sylvania,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Talawanda City School District,OH,Butler County,,,boarddocs,oh/tsdoh,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Tecumseh Local School District,OH,,,,boarddocs,oh/tecumseh,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,The Syracuse City School District,NY,Onondaga County,,,boarddocs,ny/scsdny,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Topeka Public Schools,KS,Shawnee County,,,boarddocs,ks/tusd501,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,"Trenton, North Carolina",NC,,,,boarddocs,nc/jonesnc,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Tri-Valley Central School District,NY,,,,boarddocs,ny/trivc,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Unified School District 460 Hesston Schools,KS,Harvey County,,,boarddocs,ks/usd460,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,USD #252 Southern Lyon County,KS,Lyon County,,,boarddocs,ks/usd252,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,USD #265 Goddard Public Schools,KS,,,,boarddocs,ks/usd265,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,USD 210 Board of Education,KS,Stevens County,,,boarddocs,ks/hpsks,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,USD 262 Valley Center School District,KS,Sedgwick County,,,boarddocs,ks/usd262,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,USD 306 Southeast of Saline,KS,,,,boarddocs,ks/usd306,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,USD 309 Nickerson - South Hutchinson,KS,Reno County,,,boarddocs,ks/usd309,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Valhalla Union Free School District,NY,Westchester County,,,boarddocs,ny/vufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Van Buren Local Schools,OH,,,,boarddocs,oh/van,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Wappingers Central School District,NY,Dutchess County,,,boarddocs,ny/wcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Warren County Career Center,OH,Warren County,,,boarddocs,oh/wccc,False,False,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending; ESC / career center / state agency per research pass - not a single K-12 district"
,Warwick Valley Central School District,NY,,,,boarddocs,ny/wvcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Wayne County Public Schools,NC,Wayne County,,,boarddocs,nc/wcpsnc,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Wayne-Finger Lakes BOCES,NY,,,,boarddocs,ny/wflboces,False,False,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending; BOCES regional agency (slug heuristic) - not a single K-12 district"
,Westerville City Schools,OH,,,,boarddocs,oh/wcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Westlake City Schools,OH,Cuyahoga County,,,boarddocs,oh/westlake,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Westmoreland Central School District,NY,,,,boarddocs,ny/west,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Whitehall City Schools,OH,Franklin County,,,boarddocs,oh/whitehall,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Willard City Schools,OH,,,,boarddocs,oh/willard,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,William Floyd School District,NY,Suffolk County,,,boarddocs,ny/wfsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Willoughby-Eastlake City Schools,OH,Lake County,,,boarddocs,oh/wecs,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Winton Woods City Schools,OH,,,,boarddocs,oh/winton,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Woodridge Local School District,OH,Summit County,,,boarddocs,oh/woodridge,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Wooster City School District,OH,Wayne County,,,boarddocs,oh/wooster,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Youngstown City Schools District,OH,,,,boarddocs,oh/young,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Arlington Community Schools,,,,,boeconnect,563,True,True,
,Austin Peay State University,,,,,boeconnect,597,False,False,
,Bartlett City Schools,,,,,boeconnect,553,True,True,
,Bedford County Schools,,,,,boeconnect,544,True,True,
,Bradley County Schools,TN,Bradley County,,,boeconnect,559,True,True,East TN pilot; validated live 2026-07-20
,Bristol City Schools,TN,,,,boeconnect,3345,True,True,Bristol TN City Schools; East TN pilot; dual-hosted - also on boarddocs (tn/brist and tn/bristoltn)
,Cheatham County Board of Education,,,,,boeconnect,cheathamcountyschools,False,False,
,Cleveland City Schools,TN,,,,boeconnect,543,True,True,Cleveland City Schools; East TN pilot
,Collierville Schools,,,,,boeconnect,564,True,True,
,Cumberland County Schools,TN,Cumberland County,,,boeconnect,536,True,True,East TN pilot; validated live 2026-07-20
,Dickson County Schools,,,,,boeconnect,2999,True,True,
,Elizabethton City Schools,TN,,,,boeconnect,594,True,True,Elizabethton City Schools; East TN pilot
,Franklin Special School District,,,,,boeconnect,568,True,True,
,Friends Board of Trustees,,,,,boeconnect,533,False,False,
,Germantown Municipal School District,,,,,boeconnect,557,True,True,
,Gibson County Special School District,,,,,boeconnect,569,True,True,
,Greeneville City Schools,TN,,,,boeconnect,gcschools,True,True,Greeneville City Schools; East TN pilot; slug org id
,Hamilton County Department of Education,TN,Hamilton County,,,boeconnect,571,False,True,East TN pilot; validated live 2026-07-20
,Haywood County Schools,,,,,boeconnect,558,True,True,
,Hickman County Schools,,,,,boeconnect,562,True,True,
,Humboldt City School District,,,,,boeconnect,565,True,True,
,Interlocal Health Benefits Committee,,,,,boeconnect,IHBC,False,False,
,Jackson-Madison County School System,,,,,boeconnect,572,True,True,
,Johnson City Schools,TN,,,,boeconnect,556,True,True,Johnson City Schools; East TN pilot
,Kingsport City Schools,TN,,,,boeconnect,kcs,True,True,Kingsport City Schools; East TN pilot; dual-hosted - also on boarddocs (tn/kingscs)
,Lakeland School System,,,,,boeconnect,lakelandk12,True,True,
,Lauderdale County Department of Education,,,,,boeconnect,545,False,False,
,Manchester City Schools,,,,,boeconnect,manchestercitysch,True,True,
,Marshall County School District,,,,,boeconnect,548,True,True,
,Morgan County Schools,TN,Morgan County,,,boeconnect,540,True,True,East TN pilot; validated live 2026-07-20
,Murfreesboro City Schools,,,,,boeconnect,570,True,True,
,Oak Ridge School District,TN,,,,boeconnect,551,True,True,Oak Ridge Schools; East TN pilot
,Putnam County School District,,,,,boeconnect,546,True,True,
,Read Foundation/Memphis School of Excellence,,,,,boeconnect,SEMemphis,True,True,
,Roane County Board of Education,TN,Roane County,,,boeconnect,3244,False,True,East TN pilot; validated live 2026-07-20
,Rutherford County Schools,,,,,boeconnect,3286,True,True,
,Smith County Board of Education,,,,,boeconnect,smithcoedu,False,False,
,Sullivan County Department of Education,TN,Sullivan County,,,boeconnect,561,False,True,East TN pilot; posts agendas on-platform but minutes on district site - minutes_available=false is expected
,Tennessee School Boards Association,,,,,boeconnect,508,True,True,
,Test Tennessee,,,,,boeconnect,3221,False,False,
,Trenton Special School District,,,,,boeconnect,547,True,True,
,TSBA OPEB Trust - Board of Trustees,,,,,boeconnect,574,False,False,
,TSSAA,,,,,boeconnect,3251,False,False,
,Tullahoma City Schools,,,,,boeconnect,554,True,True,
,Warren County Board of Education,,,,,boeconnect,3213,False,False,
,Washington County School System,TN,Washington County,,,boeconnect,918,True,True,East TN pilot; validated live 2026-07-20
,Williamson County Schools,,,,,boeconnect,566,True,True,
,Abilene Public Schools,KS,,,,diligent-community,abileneschools,True,True,adapter deferred; Diligent Community; name shorthand from research - confirm at enrichment
,Asheville City Schools,NC,Buncombe County,,,diligent-community,ashevillecityschools,True,True,adapter deferred; Diligent Community; Western NC pilot
,Caney Valley Schools,KS,,,,diligent-community,caney,True,True,adapter deferred; Diligent Community; name shorthand from research - confirm at enrichment
